Date,AAPL,MSFT,NVDA,AMZN,META,GOOGL,TSLA,JPM,XOM,UNH
2019-01-03,-0.09960771517560563,-0.03678796368557413,-0.06041704879477672,-0.025241497784936007,-0.029038765845650905,-0.027695610923648473,-0.03147171266518323,-0.014211729369803083,-0.015353590714697662,-0.027270370837269797
2019-01-04,0.04268988949057939,0.0465092413749586,0.0640674704480535,0.05006399867375011,0.047137981499771886,0.051293611117841476,0.0576973909120706,0.03686562837248375,0.03686975324630759,0.011695184320450025
2019-01-07,-0.0022258959949148505,0.0012752633232344657,0.052940838757099984,0.03435341415874271,0.0007250596858787706,-0.0019943417776642214,0.05436123871697496,0.000694929278526546,0.005200081600383877,0.001919755984592486
2019-01-08,0.01906325309904644,0.007250654016279334,-0.024895593229841917,0.01661235994563981,0.032451875946885256,0.008783201811950025,0.0011642764023440666,-0.0018858758162124678,0.007271028828017334,0.013370667492590194
2019-01-09,0.01698165840668442,0.014299531640948437,0.019666891365505146,0.0017143547179709895,0.011927345736144401,-0.003427395649201248,0.009482625353500751,-0.0016903999059995067,0.005274438791505798,0.0014384398562523604
2019-01-10,0.0031959118145010734,-0.006425646654176442,0.018585864118266793,-0.0019284287379283116,-0.00020791887282811672,-0.002607247694860537,0.019023398389568458,-9.964178961840986e-05,-0.005108817864564297,0.005048541490384695
2019-01-11,-0.009817769071667093,-0.007721909340989819,0.024788308020356364,-0.009455231305329326,-0.0027740012806199976,-0.013310751941937204,0.0066383165769237085,-0.0047811524147112205,-0.004580503494540533,0.011434536031218023
2019-01-14,-0.015037422686501656,-0.007295611264531265,0.010817641584056847,-0.014232985793521946,0.011056929766839918,-0.012174940471243678,-0.03703280470952408,0.010309249569676382,-0.001254754255422763,0.0015746744226947662
2019-01-15,0.020467082273541548,0.029005294228212408,-0.0037888001693826556,0.035462313843586335,0.024486023875176954,0.033285428192583844,0.029994027272290946,0.007331097921995822,0.0005581712409987727,0.035515660464582766
2019-01-16,0.012216877382091651,0.003523521077268388,-0.00687256247282364,0.005505997778829874,-0.009466237437510183,0.002761044283332792,0.004703414429845898,0.008064660660278333,-0.00041824652776745186,0.017869148844969596
2019-01-17,0.005937262203681071,0.007022066271094474,0.019349628251370987,0.005606434395265758,0.005151088807110016,0.008820573982282642,0.0036410765019605495,0.004097580727528749,0.006839759693345604,-0.006464047626381086
2019-01-18,0.006159455763243393,0.014983198187454416,0.03433954038022469,0.0017598946424279838,0.011733000888802358,0.0074423165874328845,-0.1297111611448507,0.01622614394861377,0.011922726175112919,0.022058072323244193
2019-01-22,-0.022446003726763086,-0.018847101204158556,-0.051997694256330274,-0.03774908655967102,-0.016462224303123163,-0.02589180646589695,-0.011050140026936717,-0.015775937927774875,-0.015070260015706216,0.0007158866563454769
2019-01-23,0.004044528371318634,0.009746439752673641,0.0034952397495409127,0.004809570602366753,-0.02215896567733222,0.005358606890578876,-0.03790309945117787,-0.002525497481095762,-0.008207094005216686,0.005005739481910965
2019-01-24,-0.007926545846022481,-0.004779347959783742,0.05727126663495907,0.009091336230296898,0.01060276700587881,-0.0003780928598901001,0.013630522645296628,0.0005839414207786664,0.0014024830243106745,-0.0033330881409394664
2019-01-25,0.03313692886783781,0.009133704452202851,0.014634902771638147,0.009450615167288179,0.02180634437516149,0.016153226259702835,0.018970237843449533,0.006326940331835118,0.004481615547009987,0.0072146854743666555
2019-01-28,-0.009254673664164104,-0.019501435436326764,-0.13824532009794432,-0.019562216712664893,-0.010334814595867936,-0.0196547849230444,-0.0022219544588429896,0.004739269155093151,-0.006692393354413406,-0.0047754235333618
2019-01-29,-0.010364706025021042,-0.020365452882169732,-0.046445772012259856,-0.02686994204251958,-0.022241982584208286,-0.009075347991393867,0.0036439960027925267,0.0027917345611045974,0.0037897736860295073,0.0021367243740619823
2019-01-30,0.06833465078962231,0.03341744792353096,0.04399668744855201,0.04802744720961405,0.04320686190367651,0.02610125286473841,0.038021902704256094,0.002303784286106225,0.010907809124418355,0.01133387378800843
2019-01-31,0.007201312478931188,-0.018330454150778386,0.04629172427068928,0.02891472167185971,0.1081637804568718,0.025410124227927877,-0.005667655087972956,-0.008715416029904222,0.013694565897463207,-0.0006286233461245683
2019-02-01,0.000480708309845701,-0.015800258400703315,0.006817259472128967,-0.05381880772938674,-0.0058789746598783,-0.006457098161994024,0.01690437546773982,0.0036713608343141857,0.03602606938971076,-0.0054777475997119796
2019-02-04,0.02840507567735151,0.028799446816523133,0.030747241005358417,0.004353581897566405,0.02136252423573226,0.02038229411678949,0.002178046704109926,0.0035618065078777406,-0.014488441153063802,-0.001897770900491147
2019-02-05,0.017109074429688897,0.01399662825715886,0.005161338486097566,0.015612487224473615,0.01128507100293108,0.009155164079051925,0.027038217137097087,-0.0044125550331951535,0.010291158719110571,-0.0070841535695690405
2019-02-06,0.0003449946314186825,-0.011098766190575815,0.020340135334521836,-0.011182689786027766,-0.003914535399150432,-0.02515896022373132,-0.012851945460094494,-0.0004819363018161438,-0.004366062176821783,0.011978815616880967
2019-02-07,-0.0189396746940369,-0.007167556203949266,-0.0364707166874737,-0.015784110453143985,-0.024106835928849768,-0.015121702660314207,-0.030609661584522496,-0.01310925216265646,-0.0077063638432888215,-0.0018554214785976297
2019-02-08,0.0011751614507953256,0.0037996647674294337,0.005087527191702579,-0.016198209157239574,0.00570978093219332,-0.003192070538143965,-0.005560810155770368,-0.00996299464321826,0.0016247066472223626,-0.02639388360651518
2019-02-11,-0.005750743726939178,-0.003974770355538948,-0.01160810429262693,0.0017503863887402549,-0.00920349905930229,-0.00023592754309964548,0.02302159754165345,-0.0047357626257344965,0.001621858023239442,-0.018174972854379967
2019-02-12,0.008616772852941157,0.015581884368574439,0.03222926109916813,0.029547382710171766,-0.004523769151510093,0.02310108890097151,-0.003292499161602569,0.017050018197634964,0.017544446026917404,0.02473359487643756
2019-02-13,-0.0041548207976147555,-0.0007484616738535621,0.011311893198556078,0.001214920135908626,-0.005877275692534822,0.0009312151928475565,-0.011673755836671518,0.004775851768174411,0.011272952188564611,0.001138327318514154
